movieId,title,release_year,genres,synopsis,director,main_actors,country
276,Inspector Gadget,1999,"Action, Adventure, Comedy, Family","John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named Inspector Gadget by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",David Kellogg,"Matthew Broderick,Rupert Everett,Joely Fisher",United States of America
277,BollywoodHollywood,2002,"Comedy, Drama, Music, Romance","Rahul Seth is a dashing young millionaire who believes he is western enough to rebel against his mother and grandmother. They are not too keen about his Caucasian girlfriend Kimberly who, to make matters worse, is a pop star. Before you can say karmic intervention, Kimberly dies in a freak accident and Rahul is devastated. Instead of allowing him to mourn in peace, Rahuls mother sees the opportunity shes been waiting for. She threatens to call off his sisters wedding unless he finds himself a nice Indian girl. Rahul enlists the services of Sue, a fiercely independent escort whom he believes to be Hispanic, and therefore not married to the conventions taught to young Indian women. With a wink in her eye, Sue accepts the deal to pose as his Indian bride-to-be. She needs the money and having never been a fan of the typical Indian male, she feels her heart is safe. The charade begins....",Deepa Mehta,"Rahul Khanna,Lisa Ray,Moushumi Chatterjee",Canada
278,Magnolia,1999,Drama,"On one random day in the San Fernando Valley, a dying father, a young wife, a male caretaker, a famous lost son, a police officer in love, a boy genius, an ex-boy genius, a game show host and an estranged daughter will each become part of a dazzling multiplicity of plots, but one story.",Paul Thomas Anderson,"Tom Cruise,Philip Baker Hall,Philip Seymour Hoffman",United States of America
279,Once Upon a Time in the West,1968,"Drama, Western","As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",Sergio Leone,"Claudia Cardinale,Henry Fonda,Jason Robards",Italy
280,"Duck, You Sucker",1971,Western,"At the beginning of the 1913 Mexican Revolution, greedy bandit Juan Miranda and idealist John H. Mallory, an Irish Republican Army explosives expert on the lam from the British, fall in with a band of revolutionaries plotting to strike a national bank. When it turns out that the government has been using the bank as a hiding place for illegally detained political prisoners -- who are freed by the blast -- Miranda becomes a revolutionary hero against his will.",Sergio Leone,"Rod Steiger,James Coburn,Romolo Valli",Spain
281,Monsieur Ibrahim,2003,Drama,"Paris, 1960s. Momo, a resolute and independent Jewish teenager who lives with his father, a sullen and depressed man, in a working-class neighborhood, develops a close friendship with Monsieur Ibrahim, an elderly Muslim who owns a small grocery store.",Francois Dupeyron,"Omar Sharif,Pierre Boulanger,Gilbert Melki",France
282,"Good Bye, Lenin",2003,"Comedy, Drama",Alex Kerners mother was in a coma while the Berlin wall fell. When she wakes up he must try to keep her from learning what happened as she was an avid communist supporter to avoid shocking her which could lead to another heart attack.,Wolfgang Becker,"Daniel Bruhl,Katrin Sass,Chulpan Khamatova",Germany
283,Night on Earth,1991,"Comedy, Drama",An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,Jim Jarmusch,"Winona Ryder,Gena Rowlands,Giancarlo Esposito",United States of America
284,Everything Is Illuminated,2005,"Comedy, Drama","A young Jewish American man endeavorswith the help of eccentric, distant relativesto find the woman who saved his grandfather during World War IIin a Ukrainian village which was ultimately razed by the Nazis.",Liev Schreiber,"Elijah Wood,Eugene Hutz,Boris Lyoskin",United States of America
285,A Crime,2006,Crime,"Vincents life is on hold until he finds his wifes killer. Alice, his neighbor, is convinced she can make him happy. She decides to invent a culprit, so that Vincent can find revenge and leave the past behind. But there is no ideal culprit and no perfect crime.",Manuel Pradal,"Harvey Keitel,Emmanuelle Beart,Norman Reedus",France
286,Summer Storm,2004,"Comedy, Drama","Tobi and Achim, the pride of the local crew club, have been the best of friends for years and are convinced that nothing will ever stand in the way of their friendship. They look forward to the upcoming summer camp and the crew competition. Then the gay team from Berlin arrives and Tobi is totally confused. The evening before the races begin, the storm that breaks out is more than meteor-logical.",Marco Kreuzpaintner,"Robert Stadlober,Kostja Ullmann,Alicja Bachleda-Curus",Germany
287,Harold and Maude,1971,"Comedy, Drama, Romance",The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences dont matter and they become best friends and love each other.,Hal Ashby,"Ruth Gordon,Bud Cort,Vivian Pickles",United States of America
288,"Bang, Boom, Bang",1999,"Crime, Action, Comedy",Bank robber Kalle Grabowski escapes from prison while his unemployed smalltime crook buddy is sitting around doing nothing after he just lost all their money. A fast paced comedy from German director Peter Thorwarth.,Peter Thorwarth,"Oliver Korittke,Markus Knufken,Ralf Richter",Germany
289,Eyes Wide Shut,1999,"Drama, Thriller, Mystery","After Dr. Bill Harfords wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",Stanley Kubrick,"Tom Cruise,Nicole Kidman,Sydney Pollack",United Kingdom
290,Seven Samurai,1954,"Action, Drama","A samurai answers a villages request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",Akira Kurosawa,"Toshiro Mifune,Takashi Shimura,Yoshio Inaba",Japan
291,People on Sunday,1930,Drama,"A semi-documentary experimental 1930 German silent film created by amateurs with a small budget. With authentic scenes of the metropolis city of Berlin, its the first film from the later famous screenwritersdirectors Billy Wilder and Fred Zinnemann.",Robert Siodmak,"Erwin Splettstoer,Brigitte Borchert,Wolfgang von Waltershausen",Germany
292,Alien,1979,"Horror, Science Fiction","During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",Ridley Scott,"Tom Skerritt,Sigourney Weaver,Veronica Cartwright",United States of America
293,Cockles and Muscles,2005,Comedy,Crustaces et coquillages is a fresh French comedy film with numerous surprise turnarounds and about the tolerance of a family of four. The family spend an idealistic summer vacation together where each of the family members gets involved in a new or old relationship.,Olivier Ducastel,"Valeria Bruni Tedeschi,Gilbert Melki,Jean-Marc Barr",France
294,The Devil Wears Prada,2006,"Drama, Comedy","Andy moves to New York to work in the fashion industry. Her boss is extremely demanding, cruel and wont let her succeed if she doesnt fit into the high class elegant look of their magazine.",David Frankel,"Meryl Streep,Anne Hathaway,Emily Blunt",United States of America
295,Longing,2006,Drama,"An average, everyday metalworker and volunteer firefighter content in his marriage to his childhood sweetheart finds his emotions unexpectedly stirred when he falls for a pretty waitress from a nearby town.",Valeska Grisebach,"Andreas Muller,Ilka Welz,Anett Dornbusch",Germany
296,Head-On,2004,"Drama, Romance","With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love.",Fatih Akin,"Sibel Kekilli,Birol Unel,Guven Krac",Germany
297,Batman Returns,1992,"Action, Fantasy","Batman must face The Penguin, a sewer-dwelling gangleader intent on being accepted into Gotham society.  Meanwhile, another Gotham resident finds herself transformed into Catwoman and is out for revenge...",Tim Burton,"Danny DeVito,Michelle Pfeiffer,Michael Keaton",United States of America
298,A Nightmare on Elm Street,1984,Horror,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cops daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",Wes Craven,"Heather Langenkamp,Robert Englund,Johnny Depp",United States of America
299,Raising Arizona,1987,"Comedy, Crime","When a childless couple--an ex-con and an ex-cop--decide to help themselves to one of another familys quintuplets, their lives become more complicated than they anticipated.",Joel Coen,"Nicolas Cage,Holly Hunter,Trey Wilson",United States of America
300,Millers Crossing,1990,"Drama, Thriller, Crime","Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",Joel Coen,"Gabriel Byrne,Marcia Gay Harden,John Turturro",United States of America
301,Rain Man,1988,Drama,"When car dealer Charlie Babbitt learns that his estranged father has died, he returns home to Cincinnati, where he discovers that he has a savant older brother named Raymond and that his fathers 3 million fortune is being left to the mental institution in which Raymond lives. Motivated by his fathers money, Charlie checks Raymond out of the facility in order to return with him to Los Angeles. The brothers cross-country trip ends up changing both their lives.",Barry Levinson,"Dustin Hoffman,Tom Cruise,Valeria Golino",United States of America
302,To Catch a Thief,1955,"Mystery, Romance, Thriller","An ex-thief is accused of enacting a new crime spree, so to clear his name he sets off to catch the new thief, whos imitating his signature style.",Alfred Hitchcock,"Cary Grant,Grace Kelly,Jessie Royce Landis",United States of America
303,Mala Noche,1988,Drama,Walt is a lonely convenience store clerk who has fallen in love with a Mexican migrant worker named Johnny. Though Walt has little in common with the object of his affections  including a shared language  his desire to possess Johnny prompts a sexual awakening that results in taboo trysts and a tangled love triangle.,Gus Van Sant,"Doug Cooeyate,Tim Streeter,Sam Downey",United States of America
304,Das Boot,1981,"Drama, History, War","A German submarine hunts allied ships during the Second World War, but it soon becomes the hunted. The crew tries to survive below the surface, while stretching both the boat and themselves to their limits.",Wolfgang Petersen,"Jurgen Prochnow,Herbert Gronemeyer,Klaus Wennemann",Germany
305,Inside Man,2006,"Crime, Drama, Thriller","When an armed, masked gang enter a Manhattan bank, lock the doors and take hostages, the detective assigned to effect their release enters negotiations preoccupied with corruption charges he is facing.",Spike Lee,"Denzel Washington,Clive Owen,Jodie Foster",United States of America
306,12 Angry Men,1957,Drama,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors prejudices and preconceptions about the trial, the accused, and each other.",Sidney Lumet,"Martin Balsam,John Fiedler,Lee J. Cobb",United States of America
307,Lisbon Story,1994,"Drama, Music",Lisbon Story is Wim Wenders homage to Lisbon and films. A sound engineer obtains a mysterious postcard from a friend who at the moment is filming a film in Lisbon. He sets out across Europe to find him and help him.,Wim Wenders,"Rudiger Vogler,Patrick Bauchau,Teresa Salgueiro",Germany
308,A Fistful of Dollars,1964,Western,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",Sergio Leone,"Clint Eastwood,Marianne Koch,Gian Maria Volonte",Germany
309,Chocolat,2000,"Comedy, Drama, Romance","A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them, as they represent free-thinking and indulgence. When a group of gypsies arrive by riverboat, the Mayors prejudices lead to a crisis.",Lasse Hallstrom,"Juliette Binoche,Alfred Molina,Johnny Depp",United States of America
310,Kill Bill Vol. 2,2004,"Action, Crime, Thriller","The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until theres nothing left to do  but kill Bill.",Quentin Tarantino,"Uma Thurman,David Carradine,Daryl Hannah",United States of America
311,AVP Alien vs. Predator,2004,"Adventure, Science Fiction, Action, Horror","When scientists discover something near Antarctica that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race.",Paul W. S. Anderson,"Sanaa Lathan,Lance Henriksen,Ian Whyte",Czech Republic
312,Whos Afraid of Virginia Woolf,1966,Drama,"A history professor and his wife entertain a young couple who are new to the universitys faculty. As the drinks flow, secrets come to light, and the middle-aged couple unload onto their guests the full force of the bitterness, dysfunction, and animosity that defines their marriage.",Mike Nichols,"Elizabeth Taylor,Richard Burton,George Segal",United States of America
313,French Kiss,1995,"Comedy, Romance","After her fiancee admits to infidelity while on a business trip in France, a woman attempts to get her lover back and marry him by traveling to Paris despite her crippling fear of flying.  On the way she unwittingly smuggles something of value that has a charming crook chasing her across France as she chases after her future husband.",Lawrence Kasdan,"Meg Ryan,Kevin Kline,Timothy Hutton",United Kingdom
314,Capote,2005,"Crime, Drama",A biopic of writer Truman Capote and his assignment for The New Yorker to write the non-fiction book In Cold Blood.,Bennett Miller,"Philip Seymour Hoffman,Catherine Keener,Clifton Collins Jr.",United States of America
315,Things to Do in Denver When Youre Dead,1995,"Drama, Crime",Five different criminals face imminent death after botching a job quite badly.,Gary Fleder,"Andy Garcia,Christopher Lloyd,William Forsythe",United States of America
316,Garden State,2004,"Comedy, Drama, Romance","Andrew returns to his hometown for the funeral of his mother, a journey that reconnects him with past friends. The trip coincides with his decision to stop taking his powerful antidepressants. A chance meeting with Sam - a girl also suffering from various maladies - opens up the possibility of rekindling emotional attachments, confronting his psychologist father, and perhaps beginning a new life.",Zach Braff,"Zach Braff,Natalie Portman,Ian Holm",United States of America
317,Basic Instinct,1992,"Thriller, Mystery","Catherine, a novelist with an insatiable sexual appetite, becomes a prime suspect when her boyfriend is brutally murdered -- a crime she had described in her latest story.",Paul Verhoeven,"Michael Douglas,Sharon Stone,George Dzundza",United States of America
318,Driving Miss Daisy,1989,Drama,"The story of an old Jewish widow named Daisy Werthan and her relationship with her black chauffeur, Hoke. From an initial mere work relationship grew in 25 years a strong friendship between the two very different characters, in a time when those types of relationships were shunned.",Bruce Beresford,"Morgan Freeman,Jessica Tandy,Dan Aykroyd",United States of America
319,The Straight Story,1999,Drama,"A retired farmer and widower in his 70s, Alvin Straight learns one day that his distant brother Lyle has suffered a stroke and may not recover. Alvin is determined to make things right with Lyle while he still can, but his brother lives in Wisconsin, while Alvin is stuck in Iowa with no car and no drivers license. Then he hits on the idea of making the trip on his old lawnmower, thus beginning a picturesque and at times deeply spiritual odyssey.",David Lynch,"Richard Farnsworth,Sissy Spacek,Jane Galloway Heitz",United States of America
320,La Strada,1954,Drama,"When Gelsomina, a naive young woman, is purchased from her impoverished mother by brutish circus strongman Zampano to be his wife and partner, she loyally endures her husbands coldness and abuse as they travel the Italian countryside performing together. Soon Zampano must deal with his jealousy and conflicted feelings about Gelsomina when she finds a kindred spirit in Il Matto, the carefree circus fool, and contemplates leaving Zampano.",Federico Fellini,"Giulietta Masina,Anthony Quinn,Richard Basehart",Italy
321,La Haine,1995,Drama,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Said, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",Mathieu Kassovitz,"Vincent Cassel,Hubert Kounde,Said Taghmaoui",France
322,Short Sharp Shock,1998,"Crime, Drama","Gabriel, Bobby and Costa are old friends from Altona, a multicultural hood in Hamburg. Just out of prison, Gabriel wants to turn his back on crime, but the others continue to operate as petty criminals. Friendships are tested as the trio navigate a dark world of mafia bosses and deals gone wrong.",Fatih Akin,"Mehmet Kurtulus,Aleksandar Jovanovic,Adam Bousdoukos",Germany
323,Snow White and the Seven Dwarfs,1938,"Fantasy, Animation, Family","A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as the fairest in the land, and Snow Whites beauty surpasses her own.",David Hand,"Adriana Caselotti,Lucille La Verne,Harry Stockwell",United States of America
324,The English Patient,1996,"Drama, Romance, War","In the 1930s, Count Almasy is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, Almasy enters into a world of love, betrayal, and politics.",Anthony Minghella,"Ralph Fiennes,Juliette Binoche,Willem Dafoe",United Kingdom
325,Summer in Berlin,2005,"Comedy, Drama",When you read the title Summer on the Balcony you probably think it will be a light Berlin summer comedy but its not. This film is an intimate study of two women friends who come to each other because of troubles with everyday life and with men and thus try to enjoy a life based on their ideas.,Andreas Dresen,"Inka Friedrich,Nadja Uhl,Andreas Schmidt",Germany
326,"The Chronicles of Narnia The Lion, the Witch and the Wardrobe",2005,"Adventure, Family, Fantasy","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witchs glacial powers forever.",Andrew Adamson,"William Moseley,Anna Popplewell,Skandar Keynes",United Kingdom
327,Batman Forever,1995,"Action, Crime, Fantasy",Batman must battle a disfigured district attorney and a disgruntled former employee with help from an amorous psychologist and a young circus acrobat.,Joel Schumacher,"Val Kilmer,Tommy Lee Jones,Jim Carrey",United States of America
328,Batman  Robin,1997,"Action, Science Fiction, Adventure",Batman and Robin deal with relationship issues while preventing Mr. Freeze and Poison Ivy from attacking Gotham City.,Joel Schumacher,"George Clooney,Uma Thurman,Chris ODonnell",United States of America
329,About the Looking for and the Finding of Love,2005,"Comedy, Romance, Drama, Music",Director helmut Dietls and Patric Susskinds illustrate a legendary story of two lovers who cant keep themselves away from death.,Helmut Dietl,"Moritz Bleibtreu,Alexandra Maria Lara,Uwe Ochsenknecht",Germany
330,The Life Aquatic with Steve Zissou,2004,"Adventure, Comedy, Drama","Renowned oceanographer Steve Zissou has sworn vengeance upon the rare shark that devoured a member of his crew. In addition to his regular team, he is joined on his boat by Ned, a man who believes Zissou to be his father, and Jane, a journalist pregnant by a married man. They travel the sea, all too often running into pirates and, perhaps more traumatically, various figures from Zissous past, including his estranged wife, Eleanor.",Wes Anderson,"Bill Murray,Owen Wilson,Cate Blanchett",United States of America
331,Eight,1963,Drama,"Guido Anselmi, a film director, finds himself creatively barren at the peak of his career. Urged by his doctors to rest, Anselmi heads for a luxurious resort, but a sorry group gathershis producer, staff, actors, wife, mistress, and relativeseach one begging him to get on with the show. In retreat from their dependency, he fantasizes about past women and dreams of his childhood.",Federico Fellini,"Marcello Mastroianni,Anouk Aimee,Sandra Milo",France
332,The Pianist,2002,"Drama, War","The true story of pianist Wadysaw Szpilmans experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a cafe and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",Roman Polanski,"Adrien Brody,Thomas Kretschmann,Frank Finlay",France
333,Schindlers List,1993,"Drama, History, War",The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,Steven Spielberg,"Liam Neeson,Ben Kingsley,Ralph Fiennes",United States of America
334,Ice Age,2002,"Animation, Comedy, Family, Adventure","With the impending ice age almost upon them, a mismatched trio of prehistoric critters  Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth  find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",Chris Wedge,"Ray Romano,John Leguizamo,Denis Leary",United States of America
335,Vertigo,1958,"Mystery, Romance, Thriller","A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friends wife, all the while becoming dangerously obsessed with her.",Alfred Hitchcock,"James Stewart,Kim Novak,Barbara Bel Geddes",United States of America
336,Mon Oncle,1958,Comedy,"Genial, bumbling Monsieur Hulot loves his top-floor apartment in a grimy corner of the city, and cannot fathom why his sisters family has moved to the suburbs. Their house is an ultra-modern nightmare, which Hulot only visits for the sake of stealing away his rambunctious young nephew. Hulots sister, however, wants to win him over to her new way of life, and conspires to set him up with a wife and job.",Jacques Tati,"Jacques Tati,Jean-Pierre Zola,Adrienne Servantie",France
337,Summer 04,2006,"Drama, Romance","Sommer 04 is a character study of a family on vacation. German director Stefan Krohmer examines the emotional abyss and problems behind the seemingly nice facade of an intact family as they experience guilt, love and jealousy.",Stefan Krohmer,"Martina Gedeck,Robert Seeliger,Svea Lohde",Germany
338,"The Good, the Bad and the Ugly",1966,Western,"While the Civil War rages on between the Union and the Confederacy, three men  a quiet loner, a ruthless hitman, and a Mexican bandit  comb the American Southwest in search of a strongbox containing 200,000 in stolen gold.",Sergio Leone,"Clint Eastwood,Eli Wallach,Lee Van Cleef",United States of America
339,"One, Two, Three",1961,Comedy,"C.R. MacNamara is a managing director for Coca Cola in West Berlin during the Cold War, just before the Wall is put up. When Scarlett, the rebellious daughter of his boss, comes to West Berlin, MacNamara has to look after her, but this turns out to be a difficult task when she reveals to be married to a communist.",Billy Wilder,"James Cagney,Pamela Tiffin,Horst Buchholz",United States of America
340,Cube,1997,"Thriller, Science Fiction, Mystery","A group of strangers find themselves trapped in a maze-like prison. It soon becomes clear that each of them possesses the peculiar skills necessary to escape, if they dont wind up dead first.",Vincenzo Natali,"Nicole de Boer,Nicky Guadagni,Maurice Dean Wint",Canada
341,Mary Poppins,1964,"Comedy, Family, Fantasy","Mr Banks is looking for a nanny for his two mischievous children and comes across Mary Poppins, an angelic nanny. She not only brings a change in their lives but also spreads happiness.",Robert Stevenson,"Julie Andrews,Dick Van Dyke,David Tomlinson",United States of America
342,Tough Enough,2006,"Drama, Thriller","From the youth directed novel of the same name by Greogor Tressnow comes a film by Detlev Buck that is a realistic portrait of life in the section of Berlin called Neukolln. Its about power and weakness, delinquents and victims, and the difficulties a 15-year-old faces in a poor and criminal environment.",Detlev Buck,"David Kross,Jenny Elvers,Erhan Emre",Germany
343,The Day After Tomorrow,2004,"Action, Adventure, Science Fiction, Thriller","After paleoclimatologist Jack Hall is largely ignored by UN officials when presenting his environmental concerns about the beginning of a new Ice Age, his research proves true when a superstorm develops, setting off catastrophic natural disasters throughout the world. Trying to get to his son, Sam, who is trapped in New York City with his friend Laura and others, Jack and his crew must travel to get to Sam before its too late.",Roland Emmerich,"Dennis Quaid,Jake Gyllenhaal,Emmy Rossum",United States of America
344,Maria Full of Grace,2004,"Drama, Thriller, Crime",A pregnant Colombian teenager becomes a drug mule to make some desperately needed money for her family.,Joshua Marston,"Catalina Sandino Moreno,Guilied Lopez,Yenny Paola Vega",Ecuador
345,Cube 2 Hypercube,2002,"Thriller, Science Fiction, Mystery","Eight strangers awaken with no memory, in a puzzling cube-shaped room where the laws of physics do not always apply.",Andrzej Sekula,"Kari Matchett,Geraint Wyn Davies,Grace Lynn Kung",Canada
346,Cube Zero,2004,"Mystery, Science Fiction, Thriller",A young programmer whose job is to watch over the reality-warping Cube defies orders to rescue an innocent mother trapped in one of its rooms.,Ernie Barbarash,"Zachary Bennett,Stephanie Moore,Michael Riley",Canada
347,La Dolce Vita,1960,"Comedy, Drama","Episodic journey of journalist Marcello who struggles to find his place in the world, torn between the allure of Romes elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.",Federico Fellini,"Marcello Mastroianni,Anita Ekberg,Anouk Aimee",France
348,Aliens vs Predator Requiem,2007,"Action, Science Fiction, Thriller, Horror","After a horrifying PredAlien crash-lands near a small Colorado town, killing everyone it encounters and producing countless Alien offspring, a lone Predator arrives to clean up the infestation.",Colin Strause,"Steven Pasquale,Reiko Aylesworth,John Ortiz",United States of America
349,Human Nature,2001,"Drama, Comedy","Obsessive scientist Nathan and his lover, the naturalist Lila, discover Puff a man born and raised in the wild. As Nathan trains the wild man in the civilized ways of the world, Lila fights to preserve the mans natural state. In the power struggle that ensues, an unusual love triangle emerges.",Michel Gondry,"Tim Robbins,Patricia Arquette,Rhys Ifans",France
350,Popular Music,2004,"Comedy, Drama","Matti and Niila, growing up in the mid-sixties in the harsh and conservative environment of a Finnish-speaking part of Tornedalen in Swedish Laponia, close to the Finnish border. Their big dream is to become rock stars. In the present the now grown-up Matti feels guilt for the death of his drug-addicted rock star friend Niila.",Reza Bagher,"Max Enderfors,Andreas af Enehielm,Niklas Ulfvarson",Denmark
351,Cache,2005,"Mystery, Drama, Thriller","George, host of a television show focusing on literature, receives videos shot on the sly that feature his family, along with disturbing drawings that are difficult to interpret. He has no idea who has made and sent him the videos. Progressively, the contents of the videos become more personal, indicating that the sender has known George for a long time.",Michael Haneke,"Daniel Auteuil,Juliette Binoche,Annie Girardot",France
352,Distant Lights,2003,Drama,Lichter is an episodic tale from Hans-Christian Schmid about the life on the border between Germany and Poland. The film sheds light on the everyday stories of escape and desperateness.,Hans-Christian Schmid,"Maria Simon,Alice Dwyer,Devid Striesow",Germany
353,Leaving Las Vegas,1995,"Drama, Romance","Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",Mike Figgis,"Nicolas Cage,Elisabeth Shue,Julian Sands",France
354,The Idiots,1998,"Comedy, Drama",A mix of home-video and documentary styles about a group of young people who have decided to get to know their inner-idiots and thus not only facing and breaking their outer appearance but also their inner.,Lars von Trier,"Bodil Jrgensen,Jens Albinus,Anne Louise Hassing",Denmark
355,A Beautiful Mind,2001,"Drama, Romance","From the heights of notoriety to the depths of depravity, John Forbes Nash Jr. experiences it all. As a brilliant but socially awkward mathematician, he made a groundbreaking discovery early in his career and stands on the brink of international acclaim. But as the handsome and arrogant Nash accepts secret work in cryptography, he becomes entangled in a mysterious conspiracy. His life takes a nightmarish turn and he soon finds himself on a painful and harrowing journey of self-discovery.",Ron Howard,"Russell Crowe,Jennifer Connelly,Ed Harris",United States of America
356,Romeo  Juliet,1996,"Drama, Romance","In director Baz Luhrmanns contemporary take on William Shakespeares classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bards dialogue remains.",Baz Luhrmann,"Leonardo DiCaprio,Claire Danes,Jesse Bradford",Australia
357,Bend It Like Beckham,2002,"Comedy, Drama, Romance","Jess Bhamra, the daughter of a strict Indian couple in London, is not permitted to play organized soccer, even though she is 18. When Jess is playing for fun one day, her impressive skills are seen by Jules Paxton, who then convinces Jess to play for her semi-pro team. Jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach, Joe.",Gurinder Chadha,"Parminder Nagra,Keira Knightley,Jonathan Rhys Meyers",Germany
358,Sissi,1955,"Comedy, Drama, Romance","The young Bavarian princess Elisabeth, who all call Sissi, goes with her mother and older sister Nene to Austria where Nene will be wed to an emperor named Franz Joseph, Yet unexpectedly Franz runs into Sissi while out fishing and they fall in love.",Ernst Marischka,"Romy Schneider,Karlheinz Bohm,Magda Schneider",Austria
359,Sissi The Young Empress,1956,"Drama, Comedy, Romance","Sissi is now the empress of Austria and attempts to learn etiquette. While she is busy being empress she also has to deal with her difficult new mother-in-law, while the arch-duchess Sophie is trying to tell the emperor how to rule and also Sissi how to be a mother.",Ernst Marischka,"Romy Schneider,Karlheinz Bohm,Magda Schneider",Austria
360,Sissi The Fateful Years of an Empress,1957,"Romance, Drama, History",After a wonderful time in Hungary Sissi falls extremely ill and must retreat to a Mediterranean climate to rest. The young empress mother takes her from Austria to recover in Madeira.,Ernst Marischka,"Romy Schneider,Karlheinz Bohm,Magda Schneider",Austria
361,Go for Zucker,2004,Comedy,Germany director Dani Levy filmed this comedy about Jewish life in todays Germany along side the familiar east-west conflict. With it great success this film is a joyful comedy of humor and knowledge.,Dani Levy,"Henry Hubchen,Hannelore Elsner,Udo Samel",Germany
362,Erin Brockovich,2000,Drama,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",Steven Soderbergh,"Julia Roberts,Albert Finney,Aaron Eckhart",United States of America
363,As It Is in Heaven,2004,"Romance, Drama, Comedy, Music","A musical romantic tragedy about a famous composer who moves back to his small hometown after having had heart troubles. His search for a simple everyday life leads him into teaching the local church choir, which is not easily accepted by the town yet the choir builds a great love for their teacher.",Kay Pollak,"Michael Nyqvist,Frida Hallgren,Helen Sjoholm",Denmark
